SERIAL NO,SUBJECT,CHAPTER NAME,CLASS TEACHER,YEAR,MODE,FACULTY1,FACULTY2,BATCH,EXAM DATE,ALLOTED HOURS,COMPLETED HOURS,REMAINING HOURS NEEDED,CHAPTER STATUS,AVERAGE MARK OF BATCH,NUMBER OF A+,REMARKS1,REMARKS2,REMARKS3,FLAG1,FLAG2,FLAG3
2145,CHEMISTRY,Biomolecules,ALBIN.VARGHESE,2026,OFFLINE,CBJ,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2146,CHEMISTRY,Biomolecules,ALBIN.VARGHESE,2026,OFFLINE,CBJ,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2147,CHEMISTRY,Biomolecules,ALBIN.VARGHESE,2026,OFFLINE,CBJ,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2148,BOTANY,Biotechnology and its Applications,ALBIN.VARGHESE,2026,OFFLINE,PCB,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2149,BOTANY,Biotechnology and its Applications,ALBIN.VARGHESE,2026,OFFLINE,PCB,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2150,BOTANY,Biotechnology and its Applications,ALBIN.VARGHESE,2026,OFFLINE,PCB,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2151,ZOOLOGY,Body Fluids and Circulation,ALBIN.VARGHESE,2026,OFFLINE,PCG,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2152,ZOOLOGY,Body Fluids and Circulation,ALBIN.VARGHESE,2026,OFFLINE,PCG,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2153,ZOOLOGY,Breathing and Exchange of Gases,ALBIN.VARGHESE,2026,OFFLINE,ZBS,,BATCH20,,15,,15,NOT COMPLETED,,,,,,,,
2154,ZOOLOGY,Breathing and Exchange of Gases,ALBIN.VARGHESE,2026,OFFLINE,ZBS,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2155,ZOOLOGY,Breathing and Exchange of Gases,ALBIN.VARGHESE,2026,OFFLINE,ZBS,,BATCH20,,17,,17,NOT COMPLETED,,,,,,,,
2156,CHEMISTRY,Carboxylic Acids and It's Derivatives  Derivatives,ALBIN.VARGHESE,2026,OFFLINE,MDK,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2157,CHEMISTRY,Carboxylic Acids and It's Derivatives  Derivatives,ALBIN.VARGHESE,2026,OFFLINE,MDK,,BATCH20,,15,,15,NOT COMPLETED,,,,,,,,
2158,BOTANY,Cell Cycle and Cell Division,ALBIN.VARGHESE,2026,OFFLINE,ZBA,,BATCH20,,17,,17,NOT COMPLETED,,,,,,,,
2159,BOTANY,Cell Cycle and Cell Division,ALBIN.VARGHESE,2026,OFFLINE,ZBA,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2160,ZOOLOGY,Chemical Coordination and Integration,ALBIN.VARGHESE,2026,OFFLINE,ZBJ,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2161,ZOOLOGY,Chemical Coordination and Integration,ALBIN.VARGHESE,2026,OFFLINE,ZBJ,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2162,CHEMISTRY,Chemical Kinetics,ALBIN.VARGHESE,2026,OFFLINE,ZAI,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2163,CHEMISTRY,Chemical Kinetics,ALBIN.VARGHESE,2026,OFFLINE,ZAI,,BATCH20,,7,,7,NOT COMPLETED,,,,,,,,
2164,MATHS,Circles,ALBIN.VARGHESE,2026,OFFLINE,BCB,,BATCH20,,15,,15,NOT COMPLETED,,,,,,,,
2165,MATHS,Circles,ALBIN.VARGHESE,2026,OFFLINE,BCB,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2166,MATHS,Circles,ALBIN.VARGHESE,2026,OFFLINE,BCB,,BATCH20,,17,,17,NOT COMPLETED,,,,,,,,
2167,CHEMISTRY,Classification of Elements and Periodicity Periodicity in Properties,ALBIN.VARGHESE,2026,OFFLINE,CAE,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2168,CHEMISTRY,Classification of Elements and Periodicity Periodicity in Properties,ALBIN.VARGHESE,2026,OFFLINE,CAE,,BATCH20,,15,,15,NOT COMPLETED,,,,,,,,
2169,MATHS,Conic Section,ALBIN.VARGHESE,2026,OFFLINE,CCP,,BATCH20,,19,,19,NOT COMPLETED,,,,,,,,
2170,MATHS,Conic Section,ALBIN.VARGHESE,2026,OFFLINE,CCP,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2171,MATHS,"Continuity, Differentiability and Derivatives",ALBIN.VARGHESE,2026,OFFLINE,CDD,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2172,MATHS,"Continuity, Differentiability and Derivatives",ALBIN.VARGHESE,2026,OFFLINE,CDD,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2173,MATHS,"Continuity, Differentiability and Derivatives",ALBIN.VARGHESE,2026,OFFLINE,CDD,,BATCH20,,21,,21,NOT COMPLETED,,,,,,,,
2174,CHEMISTRY,Coordination Compounds and Organometallics,ALBIN.VARGHESE,2026,OFFLINE,BAH,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2175,CHEMISTRY,Coordination Compounds and Organometallics,ALBIN.VARGHESE,2026,OFFLINE,BAH,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2176,CHEMISTRY,Coordination Compounds and Organometallics,ALBIN.VARGHESE,2026,OFFLINE,BAH,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2177,PHYSICS,Dual Nature of Matter and Radiation,ALBIN.VARGHESE,2026,OFFLINE,CAN,,BATCH20,,7,,7,NOT COMPLETED,,,,,,,,
2178,PHYSICS,Dual Nature of Matter and Radiation,ALBIN.VARGHESE,2026,OFFLINE,CAN,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2179,PHYSICS,Dual Nature of Matter and Radiation,ALBIN.VARGHESE,2026,OFFLINE,CAN,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2180,CHEMISTRY,Electrochemistry,ALBIN.VARGHESE,2026,OFFLINE,BDT,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2181,CHEMISTRY,Electrochemistry,ALBIN.VARGHESE,2026,OFFLINE,BDT,,BATCH20,,24,,24,NOT COMPLETED,,,,,,,,
2182,CHEMISTRY,Electrochemistry,ALBIN.VARGHESE,2026,OFFLINE,BDT,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2183,PHYSICS,Electromagnetic Induction and Alternating Current,ALBIN.VARGHESE,2026,OFFLINE,PBK,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2184,PHYSICS,Electromagnetic Induction and Alternating Current,ALBIN.VARGHESE,2026,OFFLINE,PBK,,BATCH20,,21,,21,NOT COMPLETED,,,,,,,,
2185,PHYSICS,Electromagnetic Waves,ALBIN.VARGHESE,2026,OFFLINE,CDZ,,BATCH20,,5,,5,NOT COMPLETED,,,,,,,,
2186,PHYSICS,Electromagnetic Waves,ALBIN.VARGHESE,2026,OFFLINE,CDZ,,BATCH20,,15,,15,NOT COMPLETED,,,,,,,,
2187,PHYSICS,Electromagnetic Waves,ALBIN.VARGHESE,2026,OFFLINE,CDZ,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2188,PHYSICS,Electrostatics,ALBIN.VARGHESE,2026,OFFLINE,CDM,,BATCH20,,17,,17,NOT COMPLETED,,,,,,,,
2189,PHYSICS,Electrostatics,ALBIN.VARGHESE,2026,OFFLINE,CDM,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2190,ZOOLOGY,Evolution,ALBIN.VARGHESE,2026,OFFLINE,ZBX,,BATCH20,,24,,24,NOT COMPLETED,,,,,,,,
2191,ZOOLOGY,Evolution,ALBIN.VARGHESE,2026,OFFLINE,ZBX,,BATCH20,,7,,7,NOT COMPLETED,,,,,,,,
2192,ZOOLOGY,Excretory Products and Their Elimination,ALBIN.VARGHESE,2026,OFFLINE,BAV,,BATCH20,,15,,15,NOT COMPLETED,,,,,,,,
2193,ZOOLOGY,Excretory Products and Their Elimination,ALBIN.VARGHESE,2026,OFFLINE,BAV,,BATCH20,,17,,17,NOT COMPLETED,,,,,,,,
2194,CHEMISTRY,Halo Alkanes and Halo Arenes  Arenes,ALBIN.VARGHESE,2026,OFFLINE,CAW,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2195,CHEMISTRY,Halo Alkanes and Halo Arenes  Arenes,ALBIN.VARGHESE,2026,OFFLINE,CAW,,BATCH20,,17,,17,NOT COMPLETED,,,,,,,,
2196,ZOOLOGY,Human Health and Disease,ALBIN.VARGHESE,2026,OFFLINE,PCK,,BATCH20,,17,,17,NOT COMPLETED,,,,,,,,
2197,ZOOLOGY,Human Health and Disease,ALBIN.VARGHESE,2026,OFFLINE,PCK,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2198,CHEMISTRY,Hydrocarbons,ALBIN.VARGHESE,2026,OFFLINE,ZDU,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2199,CHEMISTRY,Hydrocarbons,ALBIN.VARGHESE,2026,OFFLINE,ZDU,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2200,MATHS,Integration and its Applications,ALBIN.VARGHESE,2026,OFFLINE,ZCG,,BATCH20,,29,,29,NOT COMPLETED,,,,,,,,
2201,MATHS,Integration and its Applications,ALBIN.VARGHESE,2026,OFFLINE,ZCG,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2202,MATHS,Limits of Real Functions,ALBIN.VARGHESE,2026,OFFLINE,BBS,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2203,MATHS,Limits of Real Functions,ALBIN.VARGHESE,2026,OFFLINE,BBS,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2204,MATHS,Linear Inequations and Inequalities,ALBIN.VARGHESE,2026,OFFLINE,PCY,,BATCH20,,7,,7,NOT COMPLETED,,,,,,,,
2205,MATHS,Linear Inequations and Inequalities,ALBIN.VARGHESE,2026,OFFLINE,PCY,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2206,MATHS,Linear Inequations and Inequalities,ALBIN.VARGHESE,2026,OFFLINE,PCY,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2207,MATHS,Linear Programming,ALBIN.VARGHESE,2026,OFFLINE,ZCT,,BATCH20,,7,,7,NOT COMPLETED,,,,,,,,
2208,MATHS,Linear Programming,ALBIN.VARGHESE,2026,OFFLINE,ZCT,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2209,ZOOLOGY,Locomotion and Movement,ALBIN.VARGHESE,2026,OFFLINE,CCG,,BATCH20,,19,,19,NOT COMPLETED,,,,,,,,
2210,ZOOLOGY,Locomotion and Movement,ALBIN.VARGHESE,2026,OFFLINE,CCG,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2211,ZOOLOGY,Locomotion and Movement,ALBIN.VARGHESE,2026,OFFLINE,CCG,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2212,MATHS,Logarithm,ALBIN.VARGHESE,2026,OFFLINE,PDH,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2213,MATHS,Logarithm,ALBIN.VARGHESE,2026,OFFLINE,PDH,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2214,PHYSICS,Magnetism and Matter,ALBIN.VARGHESE,2026,OFFLINE,PDZ,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2215,PHYSICS,Magnetism and Matter,ALBIN.VARGHESE,2026,OFFLINE,PDZ,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2216,MATHS,Matrices and Determinants,ALBIN.VARGHESE,2026,OFFLINE,PDC,,BATCH20,,21,,21,NOT COMPLETED,,,,,,,,
2217,MATHS,Matrices and Determinants,ALBIN.VARGHESE,2026,OFFLINE,PDC,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2218,PHYSICS,Mechanical Properties of Solids & Fluids,ALBIN.VARGHESE,2026,OFFLINE,MCK,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2219,PHYSICS,Mechanical Properties of Solids & Fluids,ALBIN.VARGHESE,2026,OFFLINE,MCK,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2220,PHYSICS,Mechanical Properties of Solids & Fluids,ALBIN.VARGHESE,2026,OFFLINE,MCK,,BATCH20,,17,,17,NOT COMPLETED,,,,,,,,
2221,BOTANY,Morphology of Flowering Plants,ALBIN.VARGHESE,2026,OFFLINE,BAM,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2222,BOTANY,Morphology of Flowering Plants,ALBIN.VARGHESE,2026,OFFLINE,BAM,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2223,PHYSICS,Motion in a Plane,ALBIN.VARGHESE,2026,OFFLINE,MBW,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2224,PHYSICS,Motion in a Plane,ALBIN.VARGHESE,2026,OFFLINE,MBW,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2225,PHYSICS,Motion in a Straight Line,ALBIN.VARGHESE,2026,OFFLINE,CDH,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2226,PHYSICS,Motion in a Straight Line,ALBIN.VARGHESE,2026,OFFLINE,CDH,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2227,PHYSICS,Motion in a Straight Line,ALBIN.VARGHESE,2026,OFFLINE,CDH,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2228,PHYSICS,Moving Charges and Magnetism,ALBIN.VARGHESE,2026,OFFLINE,ZDM,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2229,PHYSICS,Moving Charges and Magnetism,ALBIN.VARGHESE,2026,OFFLINE,ZDM,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2230,PHYSICS,Moving Charges and Magnetism,ALBIN.VARGHESE,2026,OFFLINE,ZDM,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2231,ZOOLOGY,Neural Control and Coordination,ALBIN.VARGHESE,2026,OFFLINE,MAV,,BATCH20,,15,,15,NOT COMPLETED,,,,,,,,
2232,ZOOLOGY,Neural Control and Coordination,ALBIN.VARGHESE,2026,OFFLINE,MAV,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2233,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part I I (Nomenclature),ALBIN.VARGHESE,2026,OFFLINE,BDH,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2234,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part I I (Nomenclature),ALBIN.VARGHESE,2026,OFFLINE,BDH,,BATCH20,,24,,24,NOT COMPLETED,,,,,,,,
2235,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part III III (Purification),ALBIN.VARGHESE,2026,OFFLINE,MDF,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2236,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part III III (Purification),ALBIN.VARGHESE,2026,OFFLINE,MDF,,BATCH20,,15,,15,NOT COMPLETED,,,,,,,,
2237,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part III III (Purification),ALBIN.VARGHESE,2026,OFFLINE,MDF,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2238,BOTANY,Organism and Population,ALBIN.VARGHESE,2026,OFFLINE,PBF,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2239,BOTANY,Organism and Population,ALBIN.VARGHESE,2026,OFFLINE,PBF,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2240,MATHS,"Permutation, Combination and Binomial Theorem",ALBIN.VARGHESE,2026,OFFLINE,MBN,,BATCH20,,17,,17,NOT COMPLETED,,,,,,,,
2241,MATHS,"Permutation, Combination and Binomial Theorem",ALBIN.VARGHESE,2026,OFFLINE,MBN,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2242,MATHS,"Permutation, Combination and Binomial Theorem",ALBIN.VARGHESE,2026,OFFLINE,MBN,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2243,BOTANY,Photosynthesis in Higher Plants,ALBIN.VARGHESE,2026,OFFLINE,PBX,,BATCH20,,19,,19,NOT COMPLETED,,,,,,,,
2244,BOTANY,Photosynthesis in Higher Plants,ALBIN.VARGHESE,2026,OFFLINE,PBX,,BATCH20,,15,,15,NOT COMPLETED,,,,,,,,
2245,BOTANY,Plant Growth and Development,ALBIN.VARGHESE,2026,OFFLINE,CBO,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2246,BOTANY,Plant Growth and Development,ALBIN.VARGHESE,2026,OFFLINE,CBO,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2247,BOTANY,Plant Growth and Development,ALBIN.VARGHESE,2026,OFFLINE,CBO,,BATCH20,,15,,15,NOT COMPLETED,,,,,,,,
2248,CHEMISTRY,Practical Chemistry,ALBIN.VARGHESE,2026,OFFLINE,BDY,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2249,CHEMISTRY,Practical Chemistry,ALBIN.VARGHESE,2026,OFFLINE,BDY,,BATCH20,,26,,26,NOT COMPLETED,,,,,,,,
2250,ZOOLOGY,Principles of Inheritance and Variation,ALBIN.VARGHESE,2026,OFFLINE,CBX,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2251,ZOOLOGY,Principles of Inheritance and Variation,ALBIN.VARGHESE,2026,OFFLINE,CBX,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2252,MATHS,Quadratic Equation,ALBIN.VARGHESE,2026,OFFLINE,BBN,,BATCH20,,21,,21,NOT COMPLETED,,,,,,,,
2253,MATHS,Quadratic Equation,ALBIN.VARGHESE,2026,OFFLINE,BBN,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2254,PHYSICS,Ray Optics & Optical Instruments,ALBIN.VARGHESE,2026,OFFLINE,MCO,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2255,PHYSICS,Ray Optics & Optical Instruments,ALBIN.VARGHESE,2026,OFFLINE,MCO,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2256,CHEMISTRY,Redox Reaction,ALBIN.VARGHESE,2026,OFFLINE,ZAD,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2257,CHEMISTRY,Redox Reaction,ALBIN.VARGHESE,2026,OFFLINE,ZAD,,BATCH20,,21,,21,NOT COMPLETED,,,,,,,,
2258,ZOOLOGY,Reproductive Health,ALBIN.VARGHESE,2026,OFFLINE,BBJ,,BATCH20,,15,,15,NOT COMPLETED,,,,,,,,
2259,ZOOLOGY,Reproductive Health,ALBIN.VARGHESE,2026,OFFLINE,BBJ,,BATCH20,,5,,5,NOT COMPLETED,,,,,,,,
2260,PHYSICS,Semiconductor Electronics,ALBIN.VARGHESE,2026,OFFLINE,PAS,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2261,PHYSICS,Semiconductor Electronics,ALBIN.VARGHESE,2026,OFFLINE,PAS,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2262,MATHS,Sequences and Series,ALBIN.VARGHESE,2026,OFFLINE,ZCB,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2263,MATHS,Sequences and Series,ALBIN.VARGHESE,2026,OFFLINE,ZCB,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2264,MATHS,"Sets, Relations and  Functions",ALBIN.VARGHESE,2026,OFFLINE,MAZ,,BATCH20,,31,,31,NOT COMPLETED,,,,,,,,
2265,MATHS,"Sets, Relations and  Functions",ALBIN.VARGHESE,2026,OFFLINE,MAZ,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2266,BOTANY,Sexual reproduction in Flowering Plants,ALBIN.VARGHESE,2026,OFFLINE,PBO,,BATCH20,,17,,17,NOT COMPLETED,,,,,,,,
2267,BOTANY,Sexual reproduction in Flowering Plants,ALBIN.VARGHESE,2026,OFFLINE,PBO,,BATCH20,,7,,7,NOT COMPLETED,,,,,,,,
2268,ZOOLOGY,Structural organisation in Animals Animal Tissue,ALBIN.VARGHESE,2026,OFFLINE,BBE,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2269,ZOOLOGY,Structural organisation in Animals Animal Tissue,ALBIN.VARGHESE,2026,OFFLINE,BBE,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2270,ZOOLOGY,Structural organisation in Animals Animal Tissue,ALBIN.VARGHESE,2026,OFFLINE,BBE,,BATCH20,,19,,19,NOT COMPLETED,,,,,,,,
2271,ZOOLOGY,Structural organisation in Animals Morphology of Animals,ALBIN.VARGHESE,2026,OFFLINE,PAN,,BATCH20,,21,,21,NOT COMPLETED,,,,,,,,
2272,ZOOLOGY,Structural organisation in Animals Morphology of Animals,ALBIN.VARGHESE,2026,OFFLINE,PAN,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2273,CHEMISTRY,Structure of Atoms,ALBIN.VARGHESE,2026,OFFLINE,ZDP,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2274,CHEMISTRY,Structure of Atoms,ALBIN.VARGHESE,2026,OFFLINE,ZDP,,BATCH20,,19,,19,NOT COMPLETED,,,,,,,,
2275,PHYSICS,System of Particles and Rigid Body Rotation,ALBIN.VARGHESE,2026,OFFLINE,BCK,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2276,PHYSICS,System of Particles and Rigid Body Rotation,ALBIN.VARGHESE,2026,OFFLINE,BCK,,BATCH20,,17,,17,NOT COMPLETED,,,,,,,,
2277,ZOOLOGY,The Living World,ALBIN.VARGHESE,2026,OFFLINE,MAQ,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2278,ZOOLOGY,The Living World,ALBIN.VARGHESE,2026,OFFLINE,MAQ,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2279,ZOOLOGY,The Living World,ALBIN.VARGHESE,2026,OFFLINE,MAQ,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2280,CHEMISTRY,The p Block Elements (XI) (XI) & (XII),ALBIN.VARGHESE,2026,OFFLINE,CAR,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2281,CHEMISTRY,The p Block Elements (XI) (XI) & (XII),ALBIN.VARGHESE,2026,OFFLINE,CAR,,BATCH20,,17,,17,NOT COMPLETED,,,,,,,,
2282,CHEMISTRY,The p Block Elements (XI) (XI) & (XII),ALBIN.VARGHESE,2026,OFFLINE,CAR,,BATCH20,,7,,7,NOT COMPLETED,,,,,,,,
2283,PHYSICS,"Thermal Properties of Matter, Thermodynamics and Kinetic Theory",ALBIN.VARGHESE,2026,OFFLINE,ZCY,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2284,PHYSICS,"Thermal Properties of Matter, Thermodynamics and Kinetic Theory",ALBIN.VARGHESE,2026,OFFLINE,ZCY,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2285,CHEMISTRY,Thermodynamics and Chemical Energetics,ALBIN.VARGHESE,2026,OFFLINE,MCT,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2286,CHEMISTRY,Thermodynamics and Chemical Energetics,ALBIN.VARGHESE,2026,OFFLINE,MCT,,BATCH20,,15,,15,NOT COMPLETED,,,,,,,,
2287,MATHS,Three Dimensional Geometry,ALBIN.VARGHESE,2026,OFFLINE,CCU,,BATCH20,,17,,17,NOT COMPLETED,,,,,,,,
2288,MATHS,Three Dimensional Geometry,ALBIN.VARGHESE,2026,OFFLINE,CCU,,BATCH20,,10,,10,NOT COMPLETED,,,,,,,,
2289,MATHS,Trigonometry II,ALBIN.VARGHESE,2026,OFFLINE,ZCP,,BATCH20,,26,,26,NOT COMPLETED,,,,,,,,
2290,MATHS,Trigonometry II,ALBIN.VARGHESE,2026,OFFLINE,ZCP,,BATCH20,,7,,7,NOT COMPLETED,,,,,,,,
2291,MATHS,Trigonometry II,ALBIN.VARGHESE,2026,OFFLINE,ZCP,,BATCH20,,31,,31,NOT COMPLETED,,,,,,,,
2292,MATHS,Vectors,ALBIN.VARGHESE,2026,OFFLINE,BCF,,BATCH20,,15,,15,NOT COMPLETED,,,,,,,,
2293,MATHS,Vectors,ALBIN.VARGHESE,2026,OFFLINE,BCF,,BATCH20,,12,,12,NOT COMPLETED,,,,,,,,
2294,PHYSICS,Wave Optics,ALBIN.VARGHESE,2026,OFFLINE,PBB,,BATCH20,,7,,7,NOT COMPLETED,,,,,,,,
2295,PHYSICS,Wave Optics,ALBIN.VARGHESE,2026,OFFLINE,PBB,,BATCH20,,21,,21,NOT COMPLETED,,,,,,,,
2296,PHYSICS,Waves,ALBIN.VARGHESE,2026,OFFLINE,BCY,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2297,PHYSICS,Waves,ALBIN.VARGHESE,2026,OFFLINE,BCY,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2298,PHYSICS,Waves,ALBIN.VARGHESE,2026,OFFLINE,BCY,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2299,PHYSICS,Work Energy & Power,ALBIN.VARGHESE,2026,OFFLINE,PAI,,BATCH20,,9,,9,NOT COMPLETED,,,,,,,,
2300,PHYSICS,Work Energy & Power,ALBIN.VARGHESE,2026,OFFLINE,PAI,,BATCH20,,14,,14,NOT COMPLETED,,,,,,,,
2301,PHYSICS,Work Energy & Power,ALBIN.VARGHESE,2026,OFFLINE,PAI,,BATCH20,,29,,29,NOT COMPLETED,,,,,,,,
2302,CHEMISTRY,"Alcohols, Phenols and Ethers",JISHNA,2026,OFFLINE,CAX,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2303,CHEMISTRY,"Alcohols, Phenols and Ethers",JISHNA,2026,OFFLINE,CAX,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2304,CHEMISTRY,Aldehydes and Ketones,JISHNA,2026,OFFLINE,BDL,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2305,CHEMISTRY,Aldehydes and Ketones,JISHNA,2026,OFFLINE,BDL,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2306,CHEMISTRY,Amines,JISHNA,2026,OFFLINE,MDL,,BATCH21,,15,,15,NOT COMPLETED,,,,,,,,
2307,CHEMISTRY,Amines,JISHNA,2026,OFFLINE,MDL,,BATCH21,,19,,19,NOT COMPLETED,,,,,,,,
2308,BOTANY,Anatomy of Flowering Plants,JISHNA,2026,OFFLINE,BAN,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2309,BOTANY,Anatomy of Flowering Plants,JISHNA,2026,OFFLINE,BAN,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2310,ZOOLOGY,Animal Kingdom Non Chordata,JISHNA,2026,OFFLINE,MAR,,BATCH21,,21,,21,NOT COMPLETED,,,,,,,,
2311,ZOOLOGY,Animal Kingdom Non Chordata,JISHNA,2026,OFFLINE,APR,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2312,ZOOLOGY,Animal Kingdom Non Chordata,JISHNA,2026,OFFLINE,MAY,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2313,ZOOLOGY,Animal Kingdom Phylum Chordata,JISHNA,2026,OFFLINE,ZBF,,BATCH21,,15,,15,NOT COMPLETED,,,,,,,,
2314,ZOOLOGY,Animal Kingdom Phylum Chordata,JISHNA,2026,OFFLINE,ZBF,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2315,MATHS,Applications of Differentiation,JISHNA,2026,OFFLINE,CDE,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
